accession_num,artist,title_date,medium,medium category,dimensions,type,exam_date,overall_condition,remarks,priority,overall_analysis,rec_treat,treatment type
37-39/2,Francisco José de Goya y Lucientes,"Bullfight, No.26:  A picador is unhorsed and falls under the bull, 1816",Etching and drypoint,Ink print,Plate: 9 3/4 x 11 3/8 in. (24.765 x 28.8925 cm),Examination,9/10/1987,(not entered),Condition:  Frame:   Mat/Mount: slick 2 ply old acetate cover  Object: sl gen discoloration light foxing mod soiling 4 severe stains T edge mod cockling  Recommended Treatment: clean wash flatten  Care and Maintenance:   Curatorial Priority:,3-Treatment as necessary,,wash,wash
37-39/3,Francisco José de Goya y Lucientes,"Bullfight, No. 21:  Dreadful events in the front row of the ring at Madrid and the death of the mayor of Torrejon, 1816",Etching and drypoint,Ink print,"Plate: 9 9/16 x 12 1/2 in. (24.2888 x 31.75 cm)
Sheet: 11 3/8 x 16 1/8 in. (28.8925 x 40.9575 cm)",Examination,9/10/1987,(not entered),Condition:  Frame:   Mat/Mount: slick 2 ply acetate cover  Object: sl-mod soil sl discoloration 4 severe stains on T edge mod cockling  Recommended Treatment: clean wash flatten  Care and Maintenance:   Curatorial Priority:,3-Treatment as necessary,,wash,wash
37-41,Adriaen van de Velde,Two Women,Charcoal and ink,"Drawing, water sensitive",Overall: 7 1/2 x 10 1/2 in. (19.05 x 26.67 cm),Examination,7/25/1985,(not entered),"Condition:  Frame:   Mat/Mount:   Object: discolored handling stains along L adhesive stains along T mount residues along all 4 edges, reverse  Recommended Treatment:   Care and Maintenance:  remove from mat, hinges removed, crumpled corner flattened Curatorial Priority:",3-Treatment as necessary,,,none
38-18/1,Kikugawa Eizan,"Pillar Print of Female Entertainer, 19th century",Woodblock and colored ink,Ink print,Overall: 29 x 9 3/8 in. (73.66 x 23.8125 cm),Examination,2/14/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors very faded discolor mod-severe; handling tains and foxing mod soil num old creases and losses, (lge loss UL)  Recommended Treatment: clean wash replace discolored patch UL  Care and Maintenance: unframe  Curatorial Priority:",3-Treatment as necessary,,wash mend/insert,wash & mend/insert
38-30/1,Francisco José de Goya y Lucientes,"With Reason or Without, No. 2, 1863",Etching and drypoint,Ink print,Plate: 5 1/2 x 7 5/8 in. (13.97 x 19.3675 cm),Examination,9/11/1987,(not entered),"Condition:  Frame:   Mat/Mount: 2 ply, slick good glassine  Object: sl gen discoloration, w/dark edges yellow stain, LR mod soiling  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,wash,wash
50-4/4,Jacques Callot,"Cavalier, 17th century",Ink drawing,Ink drawing,Overall: 2 1/2 x 3 1/2 in. (6.35 x 8.89 cm),Examination,3/1/1984,(not entered),"Condition:  Frame: repaired 3/84  Mat/Mount: new rag 3/84  Object: each pasted at right edge to heavier white paper white paper hinged to mat One, No. 50-4/1 in upper left is foxed  Recommended Treatment: treat foxing remove from paper  Care and Maintenance:   Curatorial Priority",4-Periodic monitoring needed,,wash bleach,wash bleach
50-4/4,Jacques Callot,"Cavalier, 17th century",Ink drawing,Ink drawing,Overall: 2 1/2 x 3 1/2 in. (6.35 x 8.89 cm),Examination,7/29/1985,(not entered),"Condition:  Frame:   Mat/Mount: NH framing  Object: generally discolored, with sl-mod foxing seem okay  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority",,,none,none
50-16/1,Lyonel Feininger,"Die Regler Kirche, Erfurt, 1924",Charcoal,"Drawing, water sensitive",Unframed: 12 1/8 x 10 1/16 in. (30.8102 x 25.5524 cm),Examination,1/21/1988,(not entered),"Condition:  Frame: standard drawing  Mat/Mount: good-ragmats, archival corrugated backing  Object: sl discoloration a few accretions stains (small)  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority",,,none,none
50-16/1,Lyonel Feininger,"Die Regler Kirche, Erfurt, 1924",Charcoal,"Drawing, water sensitive",Unframed: 12 1/8 x 10 1/16 in. (30.8102 x 25.5524 cm),Examination,10/17/2016,Excellent,No planar distortion.,5-No treatment needed,,none,none
50-16/2,Lyonel Feininger,"Vollersroda III, 1914",Charcoal and ink,"Drawing, water sensitive","Unframed: 9 3/8 x 12 1/8 inches (23.81 x 30.8 cm)
Framed: 17 x 21 x 1 inches (43.18 x 53.34 x 2.54 cm)",Examination,1/6/1988,Conservation 1 | Conservation 2 | Conservation 7 | Conservation,Condition:  Frame: standard  Mat/Mount: good - date?  Object: sl discoloration appears good  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority,,,none,none
50-16/2,Lyonel Feininger,"Vollersroda III, 1914",Charcoal and ink,"Drawing, water sensitive","Unframed: 9 3/8 x 12 1/8 inches (23.81 x 30.8 cm)
Framed: 17 x 21 x 1 inches (43.18 x 53.34 x 2.54 cm)",Examination,2/20/2019,Fair,Requires minor treatment and rematting,,,none,none
50-47,Pavel Tchelitchew,"Three Masks, 1928",Casein and sand,"Drawing, water sensitive",Unframed: 25 7/16 x 19 11/16 in. (64.6113 x 50.0062 cm),Examination,1/22/1988,(not entered),"Condition:  Frame: crappy wood - secure  Mat/Mount: good: 3/86  Object: gouges, old breaks at L and R abraded cockling sl-mod  Recommended Treatment: repair inpaint flatten  Care and Maintenance:   Curatorial Priority",4-Periodic monitoring needed,,repair inpaint flatten,flatten
50-49,Domenico Campagnola,"Landscape with Christ Child, 16th century",Bistre,Ink print,Overall: 8 15/16 x 14 1/2 in. (22.7013 x 36.83 cm),Examination,7/24/1985,(not entered),"Condition:  Frame:   Mat/Mount: foldered  Object: dirty, discolored, with foxing foiled tape on reverse, all four edtges; residues water sol adhesive strong ink oxidation mod dirt and accretions  Recommended Treatment: treated june 86  Care and Maintenance:   Curatorial Priority",4-Periodic monitoring needed,,treated,treated
50-52,"Lieven Cruyl, Giovanni Antonio Canale, called Canaletto","The Pantheon, Rome, ca. 1667",Ink drawing,Ink drawing,"Unframed: 6 5/16 x 14 11/16 inches (16.03 x 37.31 cm)
Framed: 16 3/4 x 24 1/4 x 1 1/4 inches (42.55 x 61.6 x 3.18 cm)",Examination,1/11/1983,(not entered),"Condition:  Frame: gilt frame ships repaired 1/11/83 installed 1/11/83  Mat/Mount: french mat  Object: paper mounted, overall to stretched backing paper of fiar to good quality. drwg in good condition slight abrasions, center, lower left watermark: crossbow  Recommended Treatment: remove from wood strainer properly hinge modern mount adhered at edges on verso removed 4-27-93  Care and Maintenance:   Curatorial Priority",3-Treatment as necessary,,remove backing re-mat,backing removal & wash
50-52,"Lieven Cruyl, Giovanni Antonio Canale, called Canaletto","The Pantheon, Rome, ca. 1667",Ink drawing,Ink drawing,"Unframed: 6 5/16 x 14 11/16 inches (16.03 x 37.31 cm)
Framed: 16 3/4 x 24 1/4 x 1 1/4 inches (42.55 x 61.6 x 3.18 cm)",Examination,1/11/1983,(not entered),"Condition:  Frame: gilt frame ships repaired 1/11/83 installed 1/11/83  Mat/Mount: french mat  Object: paper mounted, overall to stretched backing paper of fiar to good quality. drwg in good condition slight abrasions, center, lower left watermark: crossbow  Recommended Treatment: remove from wood strainer properly hinge modern mount adhered at edges on verso removed 4-27-93  Care and Maintenance:   Curatorial Priority",3-Treatment as necessary,,remove backing re-mat,backing removal & wash
50-52,"Lieven Cruyl, Giovanni Antonio Canale, called Canaletto","The Pantheon, Rome, ca. 1667",Ink drawing,Ink drawing,"Unframed: 6 5/16 x 14 11/16 inches (16.03 x 37.31 cm)
Framed: 16 3/4 x 24 1/4 x 1 1/4 inches (42.55 x 61.6 x 3.18 cm)",Examination,7/31/1985,(not entered),Condition:  Frame:   Mat/Mount:   Object: little discolor; mod foxing abrasions thruout; some surface losses mt is lignified but relatively new  Recommended Treatment:   Care and Maintenance:   Curatorial Priority,4-Periodic monitoring needed,,,none
50-52,"Lieven Cruyl, Giovanni Antonio Canale, called Canaletto","The Pantheon, Rome, ca. 1667",Ink drawing,Ink drawing,"Unframed: 6 5/16 x 14 11/16 inches (16.03 x 37.31 cm)
Framed: 16 3/4 x 24 1/4 x 1 1/4 inches (42.55 x 61.6 x 3.18 cm)",Examination,7/31/1985,(not entered),Condition:  Frame:   Mat/Mount:   Object: little discolor; mod foxing abrasions thruout; some surface losses mt is lignified but relatively new  Recommended Treatment:   Care and Maintenance:   Curatorial Priority,4-Periodic monitoring needed,,,none
50-52,"Lieven Cruyl, Giovanni Antonio Canale, called Canaletto","The Pantheon, Rome, ca. 1667",Ink drawing,Ink drawing,"Unframed: 6 5/16 x 14 11/16 inches (16.03 x 37.31 cm)
Framed: 16 3/4 x 24 1/4 x 1 1/4 inches (42.55 x 61.6 x 3.18 cm)",Examination,4/27/1993,Current Condition,,,,none,none
50-52,"Lieven Cruyl, Giovanni Antonio Canale, called Canaletto","The Pantheon, Rome, ca. 1667",Ink drawing,Ink drawing,"Unframed: 6 5/16 x 14 11/16 inches (16.03 x 37.31 cm)
Framed: 16 3/4 x 24 1/4 x 1 1/4 inches (42.55 x 61.6 x 3.18 cm)",Examination,4/27/1993,Current Condition,,,,none,none
50-53,William James Glackens,On the Sofa,Chalk,"Drawing, water sensitive",Unframed: 6 3/8 x 10 1/2 in. (16.1798 x 26.67 cm),Examination,11/8/1984,(not entered),"Condition:  Frame: none  Mat/Mount: new rag mat - gray and black double window and backmat new hinges  11/84  Object: tan mottling / staining dirty verso cover tape hinges corner loss  Recommended Treatment: minor tears mended, hinges removed  4-12-91  ms  Care and Maintenance:   Curatorial Priority",3-Treatment as necessary,,treated,treated
50-55,Rockwell Kent,"Pasture Gate, 1928",Lithograph,Ink print,Overall: 11 1/4 x 7 3/4 in. (28.575 x 19.685 cm),Examination,9/21/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl mod gen discoloration sl mat burn in margins sl-mod window burn sl soiling tear in R edge well mended  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority:,,,none,none
51-39,Jean Charlot,"The War Drum, 1950",Color lithograph,Ink print,Overall: 18 x 11 1/4 in. (45.72 x 28.575 cm),Examination,9/21/1987,(not entered),Condition:  Frame:   Mat/Mount: 2 ply rag good glassine  Object: sl gen discoloration partially removed ps adhesive in T corners T corners skinned draws at T  Recommended Treatment: remove adhesives flatten  Care and Maintenance:   Curatorial Priority:,2-Treatment recommended,,reduce adhesive wash,wash
51-43/1,Thomas Scofield Handforth,"Tierra Caliente, 1924",Etching,Ink print,Overall: 8 1/16 x 10 1/8 in. (20.4724 x 25.7302 cm),Examination,9/21/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: mod gen discoloration mod soiling / accretions glassine hinge (old) in UR  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:,5-No treatment needed,,wash,wash
51-63,Christoph Amberger,Portrait of a Man,Chalk,"Drawing, water sensitive",Overall: 3 7/16 x 4 3/16 in. (8.7313 x 10.6362 cm),Examination,5/30/1984,(not entered),"Condition:  Frame: ok  Mat/Mount: new  Object: on cream paper on wood pulp board many inserts and edge pieces notation says ""do not remove from backing"" brown stains  Recommended Treatment: possible removal from mount and clean. treated may 87  Care and Maintenance: okd new mats 6/87  Curatorial Priority",3-Treatment as necessary,,treated,treated
51-63,Christoph Amberger,Portrait of a Man,Chalk,"Drawing, water sensitive",Overall: 3 7/16 x 4 3/16 in. (8.7313 x 10.6362 cm),Examination,6/6/1991,Current Condition,,,,none,none
51-64,Sir Edward Coley Burne-Jones,"Portrait of a Woman, Late 19th century",Chalk,"Drawing, water sensitive",18 x 12 1/8 inches (45.72 x 30.81 cm),Examination,8/9/1985,(not entered),Condition:  Frame:   Mat/Mount:   Object: discolored; some edge soiling tear visible in lower edge; small loss at lower left pale spotting --mold?  Recommended Treatment:   Care and Maintenance: reframed 2-86  Curatorial Priority,2-Treatment recommended,,,none
51-68,Otto Dix,"Scorners of Death, 1922",Drypoint,Ink print,Plate: 13 5/8 x 10 7/8 in. (34.6075 x 27.6225 cm),Examination,10/7/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl gen discoloration sl light burn mod handling stains, soils  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,wash,wash
52-3,Filipo De Pisis,"Homage à Goya, n.d.",Lithograph,Ink print,Image: 14 7/8 x 10 5/8 in. (37.7825 x 26.9875 cm),Examination,9/29/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag green glassine  Object: mod discoloration in speckled woodpulp pattern sl light burn sl soiling  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:,5-No treatment needed,,wash,wash
52-4/1,Peter Hurd,"Dona Nestorita, 1942",Lithograph,Ink print,"Plate: 13 3/8 x 10 7/8 in. (33.9598 x 27.6098 cm)
Sheet: 16 1/2 x 14 1/8 in. (41.91 x 35.8902 cm)",Examination,9/21/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl gen discoloration sl light burn kraft tape and other ws tapes all 4 edges  Recommended Treatment: remove tapes  Care and Maintenance:   Curatorial Priority:,5-No treatment needed,,remove tape,attachment removal
52-4/2,Richardson Rome,"Just Thinkin' of You, 1932",Woodcut,Ink print,Overall: 7 7/8 x 5 7/8 in. (19.9898 x 14.9098 cm),Examination,9/25/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl gen discoloration mod soil in margins kraft tapes T & B  Recommended Treatment: (clean) float hinges  Care and Maintenance:   Curatorial Priority:,5-No treatment needed,,clean,surface clean
52-4/3,Trew Hocker,"Little Boats on the Seine, n.d.",Color serigraph,Ink print,Overall: 15 x 8 1/2 in. (38.1 x 21.59 cm),Examination,9/21/1987,(not entered),Condition:  Frame:   Mat/Mount: 2 ply rag old acetate  Object: sl gen discoloration numerous handling stains in margins sl-mod soiling  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:,5-No treatment needed,,wash,wash
52-49,John Singleton Copley,Portrait of the Artist,Pencil drawing,Pencil drawing,Overall: 10 5/8 x 7 11/16 in. (26.9875 x 19.5262 cm),Examination,11/8/1984,(not entered),"Condition:  Frame:   Mat/Mount: new rag - shows portrait only new hinges  11/84  Object: severe darkening, light burn general grime and discoloration edge tapes causing cockling  Recommended Treatment: major test, etc treated 7-87 12 hrs  Care and Maintenance:   Curatorial Priority",1-Treatment needed urgently,,treated,treated
52-49,John Singleton Copley,Portrait of the Artist,Pencil drawing,Pencil drawing,Overall: 10 5/8 x 7 11/16 in. (26.9875 x 19.5262 cm),Examination,5/1/1987,(not entered),"Condition:  Frame:   Mat/Mount:   Object:   Recommended Treatment: washed, sun bleached  8-87  CY  Care and Maintenance: matted, ragboard  RAD 9-87  Curatorial Priority",,,treated,treated
53-9,Hans von Marees,Composition Groups,Pencil drawing,Pencil drawing,Overall: 11 3/16 x 15 5/16 in. (28.4163 x 38.8938 cm),Examination,7/26/1985,(not entered),Condition:  Frame:   Mat/Mount:   Object: extremely soiled strong light burn  Recommended Treatment: treated mar 87  Care and Maintenance:   Curatorial Priority,4-Periodic monitoring needed,,treated,treated
53-15,"Paul Gavarni, Hippolyte Guillaume Sulpice Chevalier","Voila un triste Salon..., 1839",Lithograph,Ink print,"Image: 11 5/8 x 9 1/16 in. (29.5275 x 23.0188 cm)
Sheet: 13 5/16 x 10 5/16 in. (33.8138 x 26.1938 cm)",Examination,9/2/1987,(not entered),Condition:  Frame: black wood  Mat/Mount: 1/87  Object: treated 12-86  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority:,,,none,none
53-16,John Steuart Curry,"John Brown, 1939",Lithograph,Ink print,Overall: 15 1/8 x 11 3/8 in. (38.4302 x 28.8798 cm),Examination,3/3/1983,(not entered),"Condition:  Frame: narrow wood shallow  Mat/Mount: brown wood pulp  Object: mat burn  Recommended Treatment: full trmt mat, hinge to pring frame size  Care and Maintenance:   Curatorial Priority:",1-Treatment needed urgently,,re-mat,enclosure upgrade
53-16,John Steuart Curry,"John Brown, 1939",Lithograph,Ink print,Overall: 15 1/8 x 11 3/8 in. (38.4302 x 28.8798 cm),Examination,9/3/1987,(not entered),Condition:  Frame: too delicate wood  Mat/Mount: lignified mats old foamcore backing  Object: cl-mod gen discoloration severe mat burn mod cockling  Recommended Treatment: wash (sun bleach?) flatten  Care and Maintenance:   Curatorial Priority:,2-Treatment recommended,,wash bleach flatten,wash
53-17,Jon Corbino,"Escaped Bull, n.d.",Lithograph,Ink print,Overall: 10 3/4 x 13 5/8 in. (27.305 x 34.6202 cm),Examination,9/21/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl gen discoloration severe mat burn - linear and margin corner gate burn, reverse mod cockling  Recommended Treatment: wash flatten  Care and Maintenance:   Curatorial Priority:",3-Treatment as necessary,,wash flatten,wash
53-18,Egon Schiele,"Standing Woman in a Patterned Blouse, 1912",Graphite and gouache,"Drawing, water sensitive","Unframed: 18 1/4 x 12 inches (46.36 x 30.48 cm)
Framed: 24 1/2 x 20 1/2 x 1 inches (62.23 x 52.07 x 2.54 cm)",Examination,7/31/1985,(not entered),Condition:  Frame:   Mat/Mount: acidic framing  Object: mod discoloratio sl soiling creased and cockled oxidized fingerprints  Recommended Treatment: treated april 86  Care and Maintenance: rematted 2-91 sb  Curatorial Priority,3-Treatment as necessary,,treated,treated
53-19,Egon Schiele,"Nude, 1912",Crayon,"Drawing, water sensitive",17 1/2 x 10 1/4 inches (44.45 x 26.04 cm),Examination,7/31/1985,(not entered),Condition:  Frame:   Mat/Mount: NH framing  Object: sl discoloration sl cockling  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority,,,none,none
53-22,André Masson,"Mt. Ste. Victoire, n.d.",Color lithograph,Ink print,Sheet: 19 1/2 x 25 1/2 in. (49.53 x 64.77 cm),Examination,9/30/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag buffered tissue  Object: sl-mod gen discoloration severe window burn mod light burn lge stains T corners from hinge removals mod soiling  Recommended Treatment: clean wash (bleach)  Care and Maintenance:   Curatorial Priority:,3-Treatment as necessary,,wash bleach,wash bleach
53-23,Paul Cézanne,"Self-Portrait, 1896-1897",Lithograph,Ink print,Image: 12 7/8 x 11 in. (32.7025 x 27.94 cm),Examination,9/30/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl-mod gen discoloration 2 window burns, mod mod mat burn mod light burn sl soiling, accretions water stains, T  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:",3-Treatment as necessary,,wash,wash
53-23,Paul Cézanne,"Self-Portrait, 1896-1897",Lithograph,Ink print,Image: 12 7/8 x 11 in. (32.7025 x 27.94 cm),Examination,9/30/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag good glassine  Object: sl-mod gen discoloration 2 window burns, mod mod mat burn mod light burn sl soiling, accretions water stains, T  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:",3-Treatment as necessary,,wash,wash
53-25,Pierre-Cécile Puvis de Chavannes,"Study for Pantheon Murals, 19th century",Charcoal,"Drawing, water sensitive",Overall: 12 ft. 6 1/16 in. x 58 11/16 in. (381.1588 x 149.0663 cm),Examination,9/2/1987,(not entered),Condition:  Frame: gilt  Mat/Mount: rag window lignified corrugated backing  Object: sl cockling sl-mod discoloration  Recommended Treatment: reframe  Care and Maintenance: reframed 2-7-95 removed acid hinges and backing  Curatorial Priority:,5-No treatment needed,,reframe,enclosure upgrade
53-25,Pierre-Cécile Puvis de Chavannes,"Study for Pantheon Murals, 19th century",Charcoal,"Drawing, water sensitive",Overall: 12 ft. 6 1/16 in. x 58 11/16 in. (381.1588 x 149.0663 cm),Examination,11/18/2002,Current Condition,,,Done by Nancy Heugh,none,none
53-26,Richard Parkes Bonington,"Rue du Gros-Horloge, Rouen Tower, 1824",Lithograph,Ink print,Sheet: 10 5/16 x 10 7/16 in. (26.1874 x 26.4668 cm),Examination,10/12/1987,(not entered),"Condition:  Frame:   Mat/Mount:   Object: sl-mod gen discoloration severe foxing severe stains R edge from ps tape and solvent mod soil, accretions severe distortion  Recommended Treatment: clean reduce solvent stains wash  Care and Maintenance:   Curatorial Priority:",3-Treatment as necessary,,reduce stain wash,wash
53-27,Richard Parkes Bonington,"Vue d'une rue des faubourgs de Besançon, 1827",Lithograph,Ink print,Sheet: 14 5/8 x 11 1/4 in. (37.1602 x 28.575 cm),Examination,10/12/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag green glassine  Object: sl gen discoloration, heavy far edges severe foxing in margins mod soiling, accretions  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,wash,wash
53-28,Paul Signac,"The Port, Saint-Tropez, 1898",Color lithograph,Ink print,"Image: 17 1/8 x 12 15/16 inches (43.5 x 32.86 cm)
Sheet: 20 1/2 x 16 inches (52.07 x 40.64 cm)",Examination,11/2/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag green glassine  Object: sl gen discoloration with edges mod sl-mod soils, accretions, solvent staining UL, UR sl cockling  Recommended Treatment: clean reduce stains wash  Care and Maintenance:   Curatorial Priority:",3-Treatment as necessary,,reduce stain wash,wash
53-29,Paul Signac,"Boats in Flushing Harbor, 1896",Color lithograph,Ink print,"Image: 12 11/16 x 15 13/16 inches (32.23 x 40.16 cm)
Sheet: 16 x 21 inches (40.64 x 53.34 cm)",Examination,9/30/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag buffered tissue  Object: sl gen discoloratoin, edges worse sl-mod light burn mod edge soiling T cockled  Recommended Treatment: clean wash flatten  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,wash,wash
53-30,Pierre Bonnard,"Le Canotage (Boating), 1897",Color lithograph,Ink print,"Image: 10 1/4 x 18 1/2 inches (26.04 x 46.99 cm)
Sheet: 16 3/4 x 22 1/4 inches (42.55 x 56.52 cm)",Examination,9/30/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag buffered tissue  Object: sl gen discoloration sl mat burn adhesive stains T sl-mod soiling severe distortion, cockling, R and UR sm tears, unmended  Recommended Treatment: clean wash flatten mend  Care and Maintenance:   Curatorial Priority:",3-Treatment as necessary,,wash,wash
53-30,Pierre Bonnard,"Le Canotage (Boating), 1897",Color lithograph,Ink print,"Image: 10 1/4 x 18 1/2 inches (26.04 x 46.99 cm)
Sheet: 16 3/4 x 22 1/4 inches (42.55 x 56.52 cm)",Examination,11/17/2015,Good,"This is a chromolithograph executed with green, blue, red, and yellow inks on a long-fibered wove paper. On sheet verso, an impression from the same stone is executed in light green ink, but not the rest. There are faint streaks of pink, brown, and blue inks unrelated to the design on verso. The paper has visible plant fiber inclusions. This is a loose print, attached to a modern exhibition 4-ply mat with thee paper v-hinges at top edge. The sheet has a fine-grid texture, which probably originates from previous fabric lining and adhesive used.  The sheet has pronounced planer distortion mainly along the four corners of the image area. Associated frequent tight creases are also present ca. 2"" along the side edges, as well as a 1 1/2"" and 2"" creases in the image center. There is a 1/4"" tear in the middle left edge and a minor 1/8"" loss in the top left corner. The sheet has faint foxing spots scattered overall, most noticeably in the margins. There are tidelines along the top left and right edges in margin, probably from removal of previous hinges.  It is suspected that the planer distortion formed when the print was unmounted from previous secondary support without proper drying process.",2-Treatment recommended,"primary support: Cream (3), Medium (1), Smooth

sizing test: paper is medium sized

Spot test on printing inks (green, blue, red, yellow) and stamp inks (purple, black)
Test method: applied deionized water with a small brush and pressed with blotter paper immediately

Test area: 
- green, blue: just behind the back of the figure in light-colored jacket
- red: proper right heel of the boy in middle left, sitting on the ground
- yellow: proper right heel of the boy in middle left, sitting on the ground
- light green: verso, bottom left area of thick ink application
- black stamp ink: verso, over the letter ""R."" and the arch right above it
- purple stamp ink: verso, over the letters ""In""

Result: 
- green, blue: medium is stable with both tests
- red: medium is stable with both tests
- yellow: medium is stable with both tests
- light green: medium is stable with both tests
- black stamp ink: medium is stable with both tests
- purple stamp ink: medium is highly water soluble",none,none
53-30,Pierre Bonnard,"Le Canotage (Boating), 1897",Color lithograph,Ink print,"Image: 10 1/4 x 18 1/2 inches (26.04 x 46.99 cm)
Sheet: 16 3/4 x 22 1/4 inches (42.55 x 56.52 cm)",Examination,2/2/2016,Excellent,"top left and top right edge: minor staining from previous hinge adhesive top left corner: ca. 1/8"" loss in the sheet edge top left corner: five or six foxing stains in margin",5-No treatment needed,,none,none
53-32,David Alfaro Siqueiros,"Zapata, ca. 1930",Lithograph,Ink print,"Image: 20 7/8 x 15 5/8 in. (53.0225 x 39.6875 cm)
Sheet: 32 x 23 in. (81.28 x 58.42 cm)",Examination,10/2/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag green glassine  Object: sl gen discoloration, edges darker sl light burn mod soiling, severe UL num edge tears LR corner missing  Recommended Treatment: clean wash mend  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,wash mend/insert,wash & mend/insert
53-33,Antonio Pujol,"Boy, 1939",Lithograph,Ink print,Image: 25 1/2 x 19 5/8 in. (64.77 x 49.8475 cm),Examination,10/2/1987,(not entered),"Condition:  Frame:   Mat/Mount: 4 ply rag green glassine  Object: sl-mod discoloration, edges darker sl0mod light burn heavy soiling, accretions mod cockling  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,wash,wash
53-34,Jean Charlot,"Mother with Child in Front, 1934",Color lithograph,Ink print,"Plate: 26 1/2 x 17 1/2 in. (67.31 x 44.45 cm)
Sheet: 33 7/8 x 22 in. (86.0298 x 55.88 cm)",Examination,10/2/1987,(not entered),Condition:  Frame:   Mat/Mount: 4 ply rag green glassine  Object: sl-mod discoloration mod light burn sl-mod window burn R and T very dark mod soiling T skinned  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:,3-Treatment as necessary,,wash,wash
53-35,George Overbury Hart,"Orchestra at Cockfight, ca. 1928",Color lithograph,Ink print,"Plate: 17 3/4 x 23 7/8 in. (45.085 x 60.6298 cm)
Framed: 22 13/16 x 18 5/16 in. (57.9628 x 46.5074 cm)",Examination,9/3/1987,(not entered),Condition:  Frame: gilt wood  Mat/Mount: rag window lignified corrugated backing  Object: sl0mod discoloration sl cockling  Recommended Treatment: wash  Care and Maintenance:   Curatorial Priority:,5-No treatment needed,,wash,wash
53-40,William Hogarth,"Royalty, Episcopacy, and Law, 1724",Engraving,Ink print,Plate: 6 1/4 x 5 15/16 in. (15.875 x 15.0622 cm),Examination,10/26/1987,(not entered),"Condition:  Frame:   Mat/Mount: slick 2 ply good glassine  Object: sl gen discoloration, mod at T sl-mod soil, worse at edges B mod abraded  Recommended Treatment: clean wash  Care and Maintenance:   Curatorial Priority:",4-Periodic monitoring needed,,wash,wash
53-41,James Barry,"Satan Calling Up Legions The Detection of Satan by Ithuriel, 1792",Intaglio print,Ink print,Framed: 33 x 27 x 1 1/4 in. (83.82 x 68.58 x 3.175 cm),Examination,7/29/1985,(not entered),"Condition:  Frame:   Mat/Mount:   Object: good condition laid down overall tears in central portion mount of moderate quality, but significant, should be left on  Recommended Treatment:   Care and Maintenance:   Curatorial Priority",3-Treatment as necessary,,,none
53-51/3,James Abbott McNeill Whistler,"La Vielle aux Loques, 1858",Etching,Ink print,Overall: 8 1/8 x 5 13/16 in. (20.6502 x 14.7828 cm),Examination,11/6/1987,(not entered),"Frame:  na  Mat/Mount: slick 2 ply green glassine  Object: sl gen discoloration stiff, dark old hinges severe corner cockling LR torn  Recommended Treatment: wash to float off hinges and adhesive (mend corner)",4-Periodic monitoring needed,,none,none
